Word,Lg10WF,Lg10CD,Dom_PoS_SUBTLEX,Percentage_dom_PoS,Zipf-value,Klattese
a,6.017525817,3.923399466,Article,0.960657751,7.309359959,^
aaa,1.414973348,1.380211242,Name,0.8,2.70680749,trIˌ-p^-leˈ
aardvark,1.342422681,1.113943352,Noun,0.761904762,2.634256823,aˈrd-vaˌrk
aaron,2.873901598,2.212187604,Name,1,4.16573574,Eˈ-r^n
ab,1.880813592,1.716003344,Unclassified,0.780821918,3.172647734,@ˈb
aback,1.204119983,1.204119983,Adverb,1,2.495954125,^-b@ˈk
abacus,1.113943352,1.041392685,Noun,0.916666667,2.405777494,@ˈ-b^-k^s
abalone,1.431363764,1.079181246,Verb,0.538461538,2.723197906,@ˌ-b^-loˈ-ni
abandon,2.617000341,2.495544338,Verb,0.956416465,3.908834483,^-b@ˈn-d^n
abandoned,2.831869774,2.731588765,Verb,0.705882353,4.123703916,^-b@ˈn-d^nd
abandoning,1.939519253,1.903089987,Verb,1,3.231353395,^-b@ˈn-d^-nIG
abandonment,1.698970004,1.662757832,Noun,1,2.990804146,^-b@ˈn-d^n-m^nt
abandons,1.176091259,1.176091259,Verb,1,2.467925401,^-b@ˈn-d^nz
abate,0.77815125,0.602059991,Verb,0.8,2.069985393,^-beˈt
abated,0.698970004,0.698970004,Verb,1,1.990804146,^-beˈ-tId
abatement,0.602059991,0.602059991,Noun,1,1.893894133,^-beˈt-m^nt
abates,0.477121255,0.477121255,Verb,1,1.768955397,^-beˈts
abating,0.301029996,0.301029996,Verb,1,1.592864138,^-beˈ-tIG
abba,1,0.954242509,Name,0.777777778,2.291834142,@ˈ-b^
abbas,0.77815125,0.477121255,Name,1,2.069985393,^-baˈs
abbe,0.477121255,0.477121255,Name,1,1.768955397,@ˈ-bi
abbey,2.212187604,1.73239376,Noun,0.938271605,3.504021747,@ˈ-bi
abbot,1.643452676,1.397940009,Name,0.511627907,2.935286819,@ˈ-b^t
abbott,2.604226053,2.117271296,Name,0.997481108,3.896060195,@ˈ-b^t
abbreviate,0.301029996,0.301029996,Verb,1,1.592864138,^-briˈ-vi-eˌt
abbreviated,1.230448921,1.176091259,Adjective,0.75,2.522283064,^-briˈ-vi-eˌ-t^d
abbreviation,1.113943352,0.954242509,Noun,1,2.405777494,^-briˌ-vi-eˈ-S^n
abbreviations,1.041392685,0.954242509,Noun,1,2.333226827,^-briˌ-vi-eˈ-S^nz
abby,2.804820679,2.012837225,Name,1,4.096654821,@ˈ-bi
abdicate,1,1,Verb,1,2.291834142,@ˈb-d^-keˌt
abdicated,0.903089987,0.903089987,Verb,1,2.194924129,@ˈb-d^-keˌ-t^d
abdicates,0.301029996,0.301029996,Noun,1,1.592864138,@ˈb-d^-keˌts
abdicating,0.602059991,0.602059991,Verb,1,1.893894133,@ˈb-dI-keˌ-tIG
abdication,0.84509804,0.84509804,Noun,1,2.136932182,@ˌb-dI-keˈ-S^n
abdomen,2.235528447,2.089905111,Noun,1,3.527362589,@b-doˈ-m^n
abdominal,2.243038049,2.021189299,Adjective,1,3.534872191,@b-daˈ-m^-n^l
abduct,1.568201724,1.51851394,Verb,0.944444444,2.860035866,@b-d^ˈkt
abducted,2.408239965,2.247973266,Verb,0.94488189,3.700074107,@b-d^ˈk-tId
abductee,1.322219295,1.079181246,Noun,1,2.614053437,@b-d^ˌk-tiˈ
abductees,1.278753601,1.146128036,Noun,1,2.570587743,@b-d^ˌk-tiˈz
abducting,1.230448921,1.146128036,Verb,1,2.522283064,@b-d^ˈk-tIG
abduction,2.269512944,2.049218023,Noun,1,3.561347086,@b-d^ˈk-S^n
abductions,1.633468456,1.361727836,Noun,1,2.925302598,@b-d^ˈk-S^nz
abductor,1.278753601,1.146128036,Noun,0.944444444,2.570587743,@b-d^ˈk-tX
abductors,1.079181246,0.954242509,Noun,1,2.371015388,@b-d^ˈk-tXz
abducts,0.954242509,0.954242509,Verb,1,2.246076652,@b-d^ˈkts
abed,1.041392685,1,Adverb,1,2.333226827,^-bEˈd
abel,1.838849091,1.397940009,Name,0.970588235,3.130683233,eˈ-b^l
abele,0.301029996,0.301029996,Noun,1,1.592864138,^-biˈl
abend,1,0.84509804,Noun,0.666666667,2.291834142,@ˈ-bEnd
aberdeen,1.255272505,1.113943352,Name,1,2.547106647,@ˈ-bX-diˌn
abernethy,0.301029996,0.301029996,Name,1,1.592864138,@ˈ-bX-nEˌ-Ti
aberrant,1.204119983,1.146128036,Adjective,0.8,2.495954125,@-bEˈ-r^nt
aberration,1.462397998,1.431363764,Noun,1,2.75423214,@ˌ-bX-eˈ-S^n
aberrations,0.954242509,0.954242509,Noun,1,2.246076652,@ˌ-bX-eˈ-S^nz
abet,0.77815125,0.77815125,Verb,1,2.069985393,^-bEˈt
abetted,0.954242509,0.954242509,Verb,1,2.246076652,^-bEˈ-tId
abetting,1.431363764,1.414973348,Verb,0.962962963,2.723197906,^-bEˈ-tIG
abeyance,0.477121255,0.477121255,Noun,1,1.768955397,^-beˈ-^ns
abhor,1.113943352,1.113943352,Verb,1,2.405777494,@b-hcˈr
abhorred,0.903089987,0.903089987,Verb,1,2.194924129,^b-hcˈrd
abhorrent,1,1,Adjective,1,2.291834142,@b-hcˈ-r^nt
abhors,0.698970004,0.602059991,Verb,1,1.990804146,^b-hcˈrz
abide,2.1430148,2.096910013,Verb,1,3.434848942,^-bYˈd
abided,0.602059991,0.477121255,Verb,1,1.893894133,^-bYˈ-dId
abides,0.698970004,0.602059991,Verb,1,1.990804146,^-bYˈdz
abiding,1.414973348,1.397940009,Adjective,0.68,2.70680749,^-bYˈ-dIG
abigail,2.190331698,1.643452676,Name,0.575163399,3.48216584,@ˈ-b^-geˌl
abilene,1.838849091,1.491361694,Name,0.882352941,3.130683233,@ˈ-bI-liˌn
abilities,2.495544338,2.322219295,Noun,1,3.78737848,^-bIˈ-l^-tiz
ability,2.991669007,2.832508913,Noun,1,4.28350315,^-bIˈ-l^-ti
abject,1.322219295,1.322219295,Adjective,1,2.614053437,@ˈb-JEkt
ablaze,1.342422681,1.301029996,Adjective,1,2.634256823,^-bleˈz
able,3.911477217,3.632052167,Adjective,1,5.203311359,eˈ-b^l
abler,0.301029996,0.301029996,Adjective,1,1.592864138,eˈ-b^l-X
ablest,0.477121255,0.477121255,Adjective,1,1.768955397,eˈ-b^lst
abloom,0.602059991,0.301029996,Verb,0.666666667,1.893894133,^-bluˈm
ably,1,1,Adverb,1,2.291834142,eˈ-bli
abner,2.238046103,1.230448921,Name,0.580838323,3.529880245,@ˈb-nR
abnormal,2.173186268,2.11058971,Adjective,1,3.465020411,@b-ncˈr-m^l
abnormalities,1.414973348,1.380211242,Noun,1,2.70680749,@ˌb-ncr-m@ˈ-l^-tiz
abnormality,1.431363764,1.322219295,Noun,1,2.723197906,@ˌb-ncr-m@ˈ-l^-ti
abnormally,1.322219295,1.301029996,Adverb,1,2.614053437,@b-ncˈr-m^-li
abo,0.84509804,0.84509804,Noun,1,2.136932182,aˈ-bo
aboard,3.133219457,2.851258349,Adverb,0.746290801,4.425053599,^-bcˈrd
abode,1.531478917,1.505149978,Noun,1,2.823313059,^-boˈd
abolish,1.397940009,1.342422681,Verb,1,2.689774151,^-baˈ-lIS
abolished,1.322219295,1.278753601,Verb,1,2.614053437,^-baˈ-lISt
abolishes,0.301029996,0.301029996,Verb,1,1.592864138,^-baˈ-lI-SIz
abolishing,0.477121255,0.477121255,Verb,1,1.768955397,^-baˈ-lI-SIG
abolition,1.041392685,0.954242509,Noun,1,2.333226827,@ˌ-b^-lIˈ-S^n
abolitionism,0.301029996,0.301029996,Noun,1,1.592864138,@ˌ-b^-lIˈ-S^-nIˌ-z^m
abolitionist,1.079181246,0.903089987,Noun,1,2.371015388,@ˌ-b^-lIˈ-S^-n^st
abolitionists,1.146128036,0.698970004,Noun,1,2.437962178,@ˌ-b^-lIˈ-S^-n^sts
abominable,1.51851394,1.414973348,Adjective,1,2.810348082,^-baˈ-m^-n^-b^l
abomination,1.770852012,1.681241237,Noun,1,3.062686154,^-baˌ-m^-neˈ-S^n
aboriginal,1,1,Adjective,1,2.291834142,@ˌ-bX-Iˈ-J^-n^l
aborigine,0.698970004,0.698970004,Noun,0.75,1.990804146,@ˌ-bX-Iˈ-J^-ni
aborigines,1,0.954242509,Noun,0.888888889,2.291834142,@ˌ-bX-Iˈ-J^-niz
abort,2.372912003,2.075546961,Verb,1,3.664746145,^-bcˈrt
aborted,1.51851394,1.477121255,Verb,0.71875,2.810348082,^-bcˈr-tId
aborting,1.146128036,1.079181246,Verb,1,2.437962178,^-bcˈr-tIG
abortion,2.568201724,2.193124598,Noun,1,3.860035866,^-bcˈr-S^n
abortionist,0.698970004,0.698970004,Noun,1,1.990804146,^-bcˈr-S^n-Ist
abortionists,0.301029996,0.301029996,Noun,1,1.592864138,^-bcˈr-S^n-Ists
abortions,1.556302501,1.462397998,Noun,1,2.848136643,^-bcˈr-S^nz
abortive,0.301029996,0.301029996,Adjective,1,1.592864138,^-bcˈr-tIv
abound,1.278753601,1.230448921,Verb,1,2.570587743,^-bWˈnd
abounded,0.602059991,0.602059991,Verb,1,1.893894133,^-bWˈn-dId
abounding,0.698970004,0.602059991,Verb,1,1.990804146,^-bWˈn-dIG
abounds,1.041392685,1.041392685,Verb,1,2.333226827,^-bWˈndz
about,5.267657397,3.920227711,Preposition,0.887690362,6.559491539,^-bWˈt
above,3.396896449,3.250175948,Preposition,0.711414791,4.688730591,^-b^ˈv
aboveboard,1.176091259,1.146128036,Noun,1,2.467925401,^-b^ˈv-bcˌrd
abracadabra,1.73239376,1.431363764,Noun,0.830188679,3.024227902,@ˌ-br^-k^-d@ˈ-br^
abraham,2.423245874,2.149219113,Name,0.988636364,3.715080016,eˈ-br^-h@ˌm
abrasion,1.278753601,1.204119983,Noun,1,2.570587743,^-breˈ-Z^n
abrasions,1.755874856,1.707570176,Noun,1,3.047708998,^-breˈ-Z^nz
abrasive,1.380211242,1.361727836,Adjective,1,2.672045384,^-breˈ-sIv
abrasives,0.698970004,0.301029996,Verb,0.5,1.990804146,^-breˈ-sIvz
abreast,1.431363764,1.414973348,Adjective,1,2.723197906,^-brEˈst
abridge,0.301029996,0.301029996,Noun,1,1.592864138,^-brIˈJ
abridged,1,0.84509804,Adjective,0.555555556,2.291834142,^-brIˈJd
abroad,2.399673721,2.309630167,Adverb,1,3.691507864,^-brcˈd
abrogate,0.301029996,0.301029996,Verb,1,1.592864138,@ˈ-br^-geˌt
abrogated,0.477121255,0.477121255,Verb,1,1.768955397,@ˈ-br^-geˌ-tId
abrogating,0.301029996,0.301029996,Verb,1,1.592864138,@ˈ-br^-geˌ-tIG
abrupt,1.770852012,1.755874856,Adjective,1,3.062686154,^-br^ˈpt
abruptly,1.662757832,1.643452676,Adverb,1,2.954591974,^-br^ˈpt-li
abruptness,0.698970004,0.698970004,Noun,1,1.990804146,^-br^ˈpt-n^s
abs,1.740362689,1.653212514,Adjective,1,3.032196832,eˈ-biˈ-Eˈs
abscam,0.602059991,0.477121255,Name,0.666666667,1.893894133,@ˈb-sk@m
abscess,1.414973348,1.342422681,Noun,1,2.70680749,@ˈb-sEˌs
absence,2.509202522,2.456366033,Noun,1,3.801036664,@ˈb-s^ns
absences,1.176091259,1.113943352,Noun,1,2.467925401,@ˈb-s^n-sIz
absent,2.120573931,2.049218023,Adjective,0.839694656,3.412408073,@ˈb-s^nt
absentee,1.278753601,1.278753601,Noun,1,2.570587743,@ˌb-s^n-tiˈ
absenteeism,0.77815125,0.77815125,Noun,1,2.069985393,@ˌb-s^n-tiˈ-I-z^m
absentees,0.698970004,0.698970004,Noun,1,1.990804146,@ˌb-s^n-tiˈz
absentia,1,0.954242509,Adverb,1,2.291834142,@b-sEˈn-S^
absolute,2.761927838,2.691965103,Adjective,1,4.053761981,@ˈb-s^-luˌt
absolutely,3.761175813,3.517459827,Adverb,0.999826298,5.053009955,@ˌb-s^-luˈt-li
absoluteness,0.301029996,0.301029996,Noun,1,1.592864138,@ˈb-s^-luˌt-n^s
absolutes,1.342422681,1.230448921,Noun,1,2.634256823,@ˈb-s^-luˌts
absolution,1.69019608,1.643452676,Noun,1,2.982030222,@ˌb-s^-luˈ-S^n
absolve,1.477121255,1.414973348,Verb,1,2.768955397,^b-zaˈlv
absolved,1.204119983,1.204119983,Verb,1,2.495954125,^b-zaˈlvd
absolves,0.698970004,0.602059991,Verb,1,1.990804146,^b-zaˈlvz
absolving,0.77815125,0.77815125,Verb,1,2.069985393,^b-zaˈl-vIG
absorb,2.008600172,1.968482949,Verb,1,3.300434314,^b-zcˈrb
absorbed,1.897627091,1.857332496,Verb,0.961538462,3.189461233,^b-zcˈrbd
absorbent,0.954242509,0.954242509,Adjective,0.875,2.246076652,^b-zcˈr-b^nt
absorber,0.602059991,0.602059991,Noun,1,1.893894133,^b-zcˈr-bX
absorbers,0.954242509,0.84509804,Noun,1,2.246076652,^b-zcˈr-bXz
absorbing,1.380211242,1.342422681,Verb,0.739130435,2.672045384,^b-zcˈr-bIG
absorbs,1.414973348,1.414973348,Verb,1,2.70680749,^b-zcˈrbz
absorption,1.278753601,1.255272505,Noun,1,2.570587743,^b-zcˈrp-S^n
abstain,1.431363764,1.301029996,Verb,1,2.723197906,^b-steˈn
abstained,0.698970004,0.698970004,Verb,1,1.990804146,^b-steˈnd
abstaining,0.954242509,0.954242509,Verb,1,2.246076652,^b-steˈ-nIG
abstention,0.84509804,0.77815125,Noun,1,2.136932182,^b-stEˈn-C^n
abstentions,0.301029996,0.301029996,Noun,1,1.592864138,^b-stEˈn-C^nz
abstinence,1.662757832,1.462397998,Noun,1,2.954591974,@ˈb-st^-n^ns
abstinent,0.602059991,0.477121255,Noun,0.666666667,1.893894133,@ˈb-st^-n^nt
abstract,2.049218023,1.919078092,Adjective,0.901785714,3.341052165,@b-str@ˈkt
abstracted,0.602059991,0.602059991,Adjective,0.666666667,1.893894133,@ˈb-str@ˌk-tId
abstraction,1.204119983,1.079181246,Noun,1,2.495954125,@b-str@ˈk-S^n
abstractions,0.77815125,0.698970004,Noun,1,2.069985393,@b-str@ˈk-S^nz
abstracts,0.903089987,0.903089987,Noun,1,2.194924129,@ˈb-str@kts
abstruse,0.602059991,0.602059991,Adjective,1,1.893894133,^b-struˈs
absurd,2.695481676,2.599883072,Adjective,1,3.987315819,^b-sRˈd
absurdist,0.301029996,0.301029996,Noun,1,1.592864138,^b-sXˈ-dIst
absurdities,0.84509804,0.84509804,Noun,1,2.136932182,^b-sXˈ-d^-tiz
absurdity,1.51851394,1.505149978,Noun,1,2.810348082,^b-sXˈ-d^-ti
absurdly,1.204119983,1.204119983,Adverb,1,2.495954125,^b-sXˈd-li
abt,1.079181246,0.77815125,Noun,0.454545455,2.371015388,@ˈbt
abu,2.120573931,1.477121255,Name,1,3.412408073,@ˈ-bu
abundance,1.662757832,1.62324929,Noun,1,2.954591974,^-b^ˈn-d^ns
abundant,1.477121255,1.431363764,Adjective,1,2.768955397,^-b^ˈn-d^nt
abundantly,1.342422681,1.342422681,Adverb,1,2.634256823,^-b^ˈn-d^nt-li
abuse,2.719331287,2.612783857,Noun,0.772466539,4.011165429,^-byuˈs
abused,2.365487985,2.267171728,Verb,0.883116883,3.657322127,^-byuˈzd
abuser,1.230448921,1.230448921,Noun,1,2.522283064,^-byuˈ-zX
abusers,1.079181246,1.041392685,Noun,1,2.371015388,^-byuˈ-zXz
abuses,1.414973348,1.380211242,Noun,0.56,2.70680749,^-byuˈ-sIz
abusing,1.792391689,1.748188027,Verb,0.967213115,3.084225832,^-byuˈ-zIG
abusive,1.924279286,1.913813852,Adjective,1,3.216113428,^-byuˈ-sIv
abut,0.84509804,0.77815125,Verb,1,2.136932182,^-b^ˈt
abuts,0.477121255,0.477121255,Verb,1,1.768955397,^-b^ˈts
abutting,0.301029996,0.301029996,Verb,1,1.592864138,^-b^ˈ-tIG
abuzz,0.477121255,0.477121255,Noun,1,1.768955397,^-b^ˈz
abysmal,1.342422681,1.278753601,Adjective,1,2.634256823,^-bIˈz-m^l
abysmally,0.301029996,0.301029996,Adverb,1,1.592864138,^-bIˈz-m^-li
abyss,1.959041392,1.832508913,Noun,1,3.250875534,^-bIˈs
ac,2.045322979,1.949390007,Noun,1,3.337157121,eˈ-siˈ
acacia,0.954242509,0.903089987,Noun,0.625,2.246076652,^-keˈ-S^
academe,0.477121255,0.477121255,Noun,1,1.768955397,@ˈ-k^-diˌm
academia,1.113943352,1.113943352,Noun,1,2.405777494,@ˌ-k^-diˈ-mi-^
academic,2.378397901,2.260071388,Adjective,0.991561181,3.670232043,@ˌ-k^-dEˈ-mIk
academically,1.079181246,1.041392685,Adverb,1,2.371015388,@ˌ-k^-dEˈ-mIk-li
academician,0.301029996,0.301029996,Noun,1,1.592864138,@ˌ-k^-d^-mIˈ-S^n
academics,1.556302501,1.505149978,Noun,1,2.848136643,@ˌ-k^-dEˈ-mIks
academies,0.903089987,0.903089987,Noun,1,2.194924129,^-k@ˈ-d^-miz
academy,2.802089258,2.539076099,Noun,1,4.0939234,^-k@ˈ-d^-mi
acadia,0.602059991,0.602059991,Name,1,1.893894133,^-keˈ-di-^
acapulco,1.919078092,1.755874856,Name,0.841463415,3.210912235,@ˌ-k^-pUˈl-ko
accede,0.903089987,0.903089987,Verb,1,2.194924129,@k-siˈd
acceded,0.301029996,0.301029996,Verb,1,1.592864138,@k-siˈ-dId
accelerant,1.462397998,1.146128036,Noun,1,2.75423214,@k-sEˈ-lX-^nt
accelerate,1.819543936,1.73239376,Verb,1,3.111378078,@k-sEˈ-lR-eˌt
accelerated,1.698970004,1.633468456,Adjective,0.653061224,2.990804146,@k-sEˈ-lX-eˌ-tId
accelerates,0.77815125,0.77815125,Verb,1,2.069985393,@k-sEˈ-lX-eˌts
accelerating,1.662757832,1.591064607,Verb,0.711111111,2.954591974,@k-sEˈ-lX-eˌ-tIG
acceleration,1.653212514,1.579783597,Noun,1,2.945046656,@ˌk-sEˌ-lX-eˈ-S^n
accelerator,1.84509804,1.681241237,Noun,1,3.136932182,@k-sEˈ-lR-eˌ-tR
accent,2.793790385,2.651278014,Noun,0.980676329,4.085624527,^k-sEˈnt
accented,0.301029996,0.301029996,Verb,1,1.592864138,@ˈk-sEn-tId
accents,1.770852012,1.755874856,Noun,1,3.062686154,@ˈk-sEnts
accentuate,1.278753601,1.113943352,Verb,1,2.570587743,@k-sEˈn-Cu-et
accentuated,0.477121255,0.477121255,Verb,1,1.768955397,@k-sEˈn-C^w-eˌ-tId
accentuates,0.698970004,0.698970004,Verb,1,1.990804146,@k-sEˈn-Cu-ets
accentuating,0.301029996,0.301029996,Verb,1,1.592864138,@k-sEˈn-C^w-eˌ-tIG
accept,3.430236353,3.269979677,Verb,0.999628667,4.722070496,@k-sEˈpt
acceptable,2.431363764,2.387389826,Adjective,1,3.723197906,@k-sEˈp-t^-b^l
acceptance,2.209515015,2.149219113,Noun,1,3.501349157,@k-sEˈp-t^ns
acceptances,0.477121255,0.477121255,Noun,1,1.768955397,@k-sEˈp-t^n-sIz
accepted,2.904174368,2.818885415,Verb,0.905118602,4.19600851,@k-sEˈp-tId
accepting,2.315970345,2.292256071,Verb,1,3.607804488,@k-sEˈp-tIG
accepts,2.029383778,1.991226076,Verb,0.990566038,3.32121792,@k-sEˈpts
access,3.208441356,2.965671971,Noun,0.823235478,4.500275499,@ˈk-sEˌs
accessed,1.897627091,1.799340549,Verb,1,3.189461233,@ˈk-sEˌst
accessibility,0.477121255,0.477121255,Noun,1,1.768955397,@ˌk-sE-s^-bIˈ-lI-ti
accessible,1.755874856,1.707570176,Adjective,1,3.047708998,@k-sEˈ-s^-b^l
accessing,1.73239376,1.681241237,Verb,0.905660377,3.024227902,@ˈk-sEˌ-sIG
accession,0.84509804,0.602059991,Noun,1,2.136932182,^k-sEˈ-S^n
accessories,1.886490725,1.857332496,Noun,1,3.178324867,@k-sEˈ-sR-iz
accessorize,1.278753601,1.278753601,Verb,1,2.570587743,@k-sEˈ-sX-Yˌz
accessorized,0.477121255,0.477121255,Verb,1,1.768955397,@k-sEˈ-sX-Yˌzd
accessory,2.170261715,2.100370545,Noun,0.74829932,3.462095858,@k-sEˈ-sR-i
accident,3.617734035,3.338655666,Noun,1,4.909568178,@ˈk-s^-d^nt
accidental,2.187520721,2.130333768,Adjective,1,3.479354863,@ˌk-s^-dEˈn-t^l
accidentally,2.653212514,2.599883072,Adverb,1,3.945046656,@ˌk-s^-dEˈn-t^-li
accidently,1.079181246,1.041392685,Adverb,1,2.371015388,@ˈk-s^-d^nt-li
accidents,2.532754379,2.450249108,Noun,1,3.824588521,@ˈk-s^-d^nts
acclaim,1.361727836,1.301029996,Noun,0.954545455,2.653561978,^-kleˈm
acclaimed,1.322219295,1.322219295,Verb,0.6,2.614053437,^-kleˈmd
acclimate,0.954242509,0.954242509,Verb,1,2.246076652,@ˈ-kl^-meˌt
acclimated,1.041392685,0.954242509,Verb,0.6,2.333226827,@ˈ-kl^-meˌ-tId
accolade,0.301029996,0.301029996,Noun,1,1.592864138,@ˈ-k^-leˌd
accolades,1,1,Noun,1,2.291834142,@ˈ-k^-leˌdz
accommodate,2.041392685,2.029383778,Verb,1,3.333226827,^-kaˈ-m^-deˌt
accommodated,0.77815125,0.77815125,Verb,1,2.069985393,^-kaˈ-m^-deˌ-t^d
accommodates,0.602059991,0.602059991,Verb,1,1.893894133,^-kaˈ-m^-deˌts
accommodating,1.568201724,1.51851394,Verb,0.694444444,2.860035866,^-kaˈ-m^-deˌ-tIG
accommodation,1.69019608,1.662757832,Noun,1,2.982030222,^-kaˌ-m^-deˈ-S^n
accommodations,1.934498451,1.913813852,Noun,1,3.226332593,^-kaˌ-m^-deˈ-S^nz
accommodative,0.301029996,0.301029996,Adjective,1,1.592864138,^-kaˈ-m^-deˌ-tIv
accompanied,2.025305865,1.995635195,Verb,1,3.317140007,^-k^ˈm-p^-nid
accompanies,1.146128036,1.146128036,Verb,1,2.437962178,^-k^ˈm-p^-niz
accompaniment,1.204119983,1.146128036,Noun,1,2.495954125,^-k^ˈmp-nI-m^nt
accompanist,1.041392685,0.954242509,Noun,1,2.333226827,^-k^ˈm-p^-n^st
accompany,2.385606274,2.330413773,Verb,1,3.677440416,^-k^ˈm-p^-ni
accompanying,1.681241237,1.662757832,Verb,0.723404255,2.97307538,^-k^ˈm-p^-ni-IG
accompli,0.954242509,0.954242509,Noun,1,2.246076652,aˌ-kaˈm-pli
accomplice,2.336459734,2.170261715,Noun,1,3.628293876,^-kaˈm-pl^s
accomplices,1.770852012,1.707570176,Noun,1,3.062686154,^-kaˈm-pl^-s^z
accomplish,2.475671188,2.421603927,Verb,1,3.76750533,^-kaˈm-plIS
accomplished,2.58546073,2.540329475,Verb,0.813471503,3.877294872,^-kaˈm-plISt
accomplishes,0.903089987,0.903089987,Verb,1,2.194924129,^-kaˈm-plI-SIz
accomplishing,1.431363764,1.397940009,Verb,0.961538462,2.723197906,^-kaˈm-plI-SIG
accomplishment,1.986771734,1.944482672,Noun,1,3.278605876,^-kaˈm-plIS-m^nt
accomplishments,1.913813852,1.880813592,Noun,0.9875,3.205647995,^-kaˈm-plIS-m^nts
accord,1.924279286,1.826074803,Noun,0.815789474,3.216113428,^-kcˈrd
accordance,1.913813852,1.826074803,Preposition,0.87654321,3.205647995,^-kcˈr-d^ns
accorded,0.903089987,0.84509804,Verb,1,2.194924129,^-kcˈr-dId
according,3.329601248,3.196452542,Preposition,0.990159325,4.621435391,^-kcˈr-dIG
accordingly,1.973127854,1.954242509,Adverb,1,3.264961996,^-kcˈr-dIG-li
accordion,1.832508913,1.672097858,Noun,1,3.124343055,^-kcˈr-di-^n
accordions,0.602059991,0.477121255,Noun,1,1.893894133,^-kcˈr-di-^nz
accords,1,1,Noun,0.555555556,2.291834142,^-kcˈrdz
accost,0.602059991,0.602059991,Verb,1,1.893894133,^-kcˈst
accosted,1.544068044,1.491361694,Verb,1,2.835902186,^-kaˈ-st^d
accosting,0.698970004,0.698970004,Verb,0.75,1.990804146,^-kaˈ-stIG
account,3.358125285,3.142076461,Noun,0.696969697,4.649959427,^-kWˈnt
accountability,1.397940009,1.255272505,Noun,1,2.689774151,^-kWˈn-t^-bI-lI-ti
accountable,1.86332286,1.819543936,Adjective,1,3.155157002,^-kWˈn-t^-b^l
accountancy,0.602059991,0.477121255,Noun,1,1.893894133,^-kWˈn-t^n-si
accountant,2.499687083,2.283301229,Noun,1,3.791521225,^-kWˈn-t^nt
accountants,1.748188027,1.681241237,Noun,1,3.040022169,^-kWˈn-t^nts
accounted,2.190331698,2.149219113,Verb,1,3.48216584,^-kWˈn-t^d
accounting,2.36361198,2.255272505,Noun,0.782608696,3.655446122,^-kWˈn-tIG
accounts,2.728353782,2.593286067,Noun,0.896810507,4.020187924,^-kWˈnts
accreditation,1,0.84509804,Noun,1,2.291834142,^-krEˌ-d^-teˈ-S^n
accredited,1.230448921,1.146128036,Adjective,0.6875,2.522283064,^-krEˈ-dI-tId
accrediting,0.301029996,0.301029996,Verb,1,1.592864138,^-krEˈ-d^-tIG
accrual,0.477121255,0.477121255,Noun,1,1.768955397,^-kruˈ-^l
accrue,0.698970004,0.698970004,Verb,1,1.990804146,^-kruˈ
accrued,1.146128036,1.113943352,Verb,0.615384615,2.437962178,^-kruˈd
accrues,0.301029996,0.301029996,Verb,1,1.592864138,^-kruˈz
accruing,0.477121255,0.477121255,Verb,1,1.768955397,^-kruˈ-IG
accumulate,1.477121255,1.447158031,Verb,1,2.768955397,^-kyuˈ-my^-leˌt
accumulated,1.602059991,1.591064607,Verb,0.725,2.893894133,^-kyuˈ-my^-leˌ-tId
accumulates,1.079181246,1.079181246,Verb,1,2.371015388,^-kyuˈ-my^-leˌts
accumulating,1.278753601,1.278753601,Verb,0.944444444,2.570587743,^-kyuˈ-my^-leˌ-tIG
accumulation,1.146128036,1.146128036,Noun,1,2.437962178,^-kyuˌ-my^-leˈ-S^n
accumulations,0.301029996,0.301029996,Noun,1,1.592864138,^-kyuˌ-my^-leˈ-S^nz
accumulative,0.602059991,0.477121255,Adjective,1,1.893894133,^-kyuˈ-my^-leˌ-tIv
accumulator,0.301029996,0.301029996,Noun,1,1.592864138,^-kyuˈ-my^-leˌ-tX
accuracy,1.886490725,1.819543936,Noun,1,3.178324867,@ˈ-kyR-^-si
accurate,2.603144373,2.537819095,Adjective,1,3.894978515,@ˈ-kyR-^t
accurately,1.770852012,1.763427994,Adverb,1,3.062686154,@ˈ-kyR-^t-li
accusation,2.158362492,2.11058971,Noun,1,3.450196634,@ˌ-ky^-zeˈ-S^n
accusations,2.187520721,2.103803721,Noun,0.993506494,3.479354863,@ˌ-ky^-zeˈ-S^nz
accusatory,0.602059991,0.602059991,Adjective,1,1.893894133,^-kyuˈ-z^-tcˌ-ri
accuse,2.463892989,2.369215857,Verb,1,3.755727131,^-kyuˈz
accused,2.824125834,2.662757832,Verb,0.788288288,4.115959976,^-kyuˈzd
accuser,1.204119983,1.113943352,Noun,1,2.495954125,^-kyuˈ-zX
accusers,0.954242509,0.954242509,Noun,1,2.246076652,^-kyuˈ-zXz
accuses,1.505149978,1.477121255,Verb,1,2.79698412,^-kyuˈ-zIz
accusing,2.403120521,2.344392274,Verb,1,3.694954663,^-kyuˈ-zIG
accustom,0.84509804,0.77815125,Verb,1,2.136932182,^-k^ˈ-st^m
accustomed,2.176091259,2.127104798,Adjective,0.503355705,3.467925401,^-k^ˈ-st^md
ace,2.876217841,2.507855872,Noun,0.770972037,4.168051983,eˈs
aced,1.602059991,1.568201724,Verb,1,2.893894133,eˈst
acerbic,0.698970004,0.698970004,Adjective,1,1.990804146,^-sEˈr-bIk
aces,2.307496038,2.136720567,Noun,1,3.59933018,eˈ-sIz
